syllable,syllable_duration,word,word_begin,word_end,word_num_syllables,word_stress_pattern,utterance_speech_rate,speaker,file
P.R.AA1,0.20000000000000284,processes,27.08,27.79,3,1-0-0,4.615384615384616,4970,4970-29093-0006
R.AY1,0.17999999999999972,writing,13.14,13.63,2,1-0,5.327868852459016,4970,4970-29093-0006
S.AY1,0.33000000000000007,science,2.19,2.86,2,1-0,4.564315352697096,4970,4970-29093-0006
S.EH1,0.28000000000000114,settle,18.66,19.26,2,1-0,3.3980582524271807,4970,4970-29093-0006
S.EH1,0.16000000000000014,settle,16.07,16.51,2,1-0,4.938271604938269,4970,4970-29093-0006
F.IY1.Z,0.4299999999999997,fees,28.85,29.28,1,1,4.687499999999996,4970,4970-29093-0006
JH.IY1,0.15000000000000036,genius,8.06,8.66,2,1-0,3.311258278145696,4970,4970-29093-0009
L.AY1,0.20999999999999996,library,2.98,3.64,3,1-2-0,5.128205128205128,4970,4970-29093-0009
EH1.N.D,0.4800000000000004,end,7.5,7.98,1,1,4.621072088724584,4970,4970-29095-0020
R.EH1.S.T,0.5299999999999994,rest,11.34,11.87,1,1,4.395604395604397,4970,4970-29095-0020
IH1.T,0.27,it,2.09,2.36,1,1,4.736842105263158,4970,4970-29095-0020
F.IH1.G,0.17999999999999972,figures,2.66,3.24,2,1-0,5.666666666666667,4970,4970-29093-0015
F.IH1,0.16000000000000014,philip,2.03,2.69,2,1-0,3.6697247706422025,4970,4970-29095-0030
B.IH1.Z,0.20000000000000018,business,3.73,4.37,2,1-0,5.10948905109489,4970,4970-29095-0030
G.R.OW1.Z,0.6099999999999994,grows,15.55,16.16,1,1,3.355704697986577,4970,4970-29093-0005
N.OW1,0.23000000000000043,noble,9.9,10.43,2,1-0,4.6762589928057565,4970,4970-29093-0005
T.UW1.N,0.4800000000000004,tune,18.18,18.66,1,1,4.739336492890996,4970,4970-29093-0005
R.IY1,0.14000000000000057,region,13.69,14.23,2,1-0,5.202312138728322,4970,4970-29093-0005
N.AY1.T.S,0.5100000000000016,nights,21.24,21.75,1,1,3.474903474903475,4970,4970-29093-0005
P.UH1.L,0.2400000000000002,pulpit,3.63,4.21,2,1-0,4.619565217391305,4970,4970-29093-0005
TH.IH1.NG.Z,0.6200000000000001,things,1.87,2.49,1,1,3.9603960396039595,4970,4970-29095-0000
M.EH1,0.18999999999999995,medicine,1.58,2.41,3,1-0-0,3.0,4970,4970-29095-0010
W.ER1.L.D,0.4599999999999995,world,3.56,4.02,1,1,4.571428571428572,4970,4970-29095-0038
F.AA1,0.17999999999999972,followed,7.46,7.94,2,1-0,4.952830188679245,4970,4970-29093-0002
AW1.T,0.41999999999999993,out,9.12,9.54,1,1,4.180064308681673,4970,4970-29095-0027
S.T.R.IY1.T,0.45999999999999996,street,2.67,3.13,1,1,4.6263345195729535,4970,4970-29095-0027
M.EH1.N,0.4299999999999997,men,5.79,6.22,1,1,3.956834532374101,4970,4970-29095-0027
S.AH1.M,0.2699999999999996,something,13.81,14.48,2,1-0,4.76190476190476,4970,4970-29095-0028
HH.AH1.M.F,0.4400000000000013,humph,11.86,12.3,1,1,2.2727272727272663,4970,4970-29095-0028
M.IY1,0.21000000000000085,meeting,10.27,11.0,2,1-0,4.37956204379562,4970,4970-29095-0028
S.EY1,0.54,say,0.97,1.51,1,1,3.883495145631068,4970,4970-29095-0028
R.OW1.T,0.3700000000000001,wrote,2.29,2.66,1,1,4.716981132075471,4970,4970-29093-0012
F.EY1.L,0.39000000000000057,fail,7.85,8.24,1,1,4.452690166975881,4970,4970-29093-0012
M.AE1,0.16999999999999993,matter,5.32,5.75,2,1-0,4.798464491362764,4970,4970-29093-0022
S.IH1,0.16999999999999993,city,3.16,3.7,2,1-0,4.113924050632911,4970,4970-29095-0017
B.AA1,0.17999999999999972,body,11.4,11.86,2,1-0,5.6603773584905674,4970,4970-29095-0018
R.UW1.M.Z,0.54,rooms,7.21,7.75,1,1,4.0,4970,4970-29095-0018
M.EH1,0.1200000000000001,medicine,1.92,2.58,3,1-0-0,4.888888888888889,4970,4970-29095-0008
B.AA1,0.1800000000000006,bodies,7.05,7.66,2,1-0,4.832713754646839,4970,4970-29095-0007
HH.ER0.Z,0.5500000000000007,hers,13.78,14.33,1,1,3.870967741935482,4970,4970-29095-0007
DH.EH1.R.Z,0.6100000000000012,theirs,11.86,12.47,1,1,3.7946428571428568,4970,4970-29095-0007
L.EH1,0.09999999999999964,letter,13.07,13.54,2,1-0,3.8461538461538494,4970,4970-29095-0001
DH.EH1.N,0.45000000000000107,then,9.12,9.57,1,1,2.7027027027027017,4970,4970-29095-0001
W.IH1.N,0.17999999999999972,window,11.34,11.88,2,1-0,4.8076923076923075,4970,4970-29095-0001
V.OY1.S,0.5700000000000003,voice,7.76,8.33,1,1,3.571428571428571,4970,4970-29095-0001
M.AH1.N.TH.S,0.5499999999999998,months,2.58,3.13,1,1,3.1802120141342756,4970,4970-29095-0011
W.AH1.N,0.33000000000000007,one,3.48,3.81,1,1,5.1546391752577305,4970,4970-29093-0014
EH1.N,0.1499999999999999,engineer,1.76,2.43,3,1-0-1,4.545454545454545,4970,4970-29093-0014
W.IH1.N,0.16999999999999815,windows,16.46,17.11,2,1-0,4.260089686098656,4970,4970-29095-0021
HH.AO1.L,0.5800000000000001,hall,6.65,7.23,1,1,4.229607250755286,4970,4970-29095-0021
S.T.R.IY1.T,0.5,street,3.1,3.6,1,1,2.6785714285714284,4970,4970-29095-0021
S.T.R.IY1.T,0.5,street,18.88,19.38,1,1,3.553299492385789,4970,4970-29095-0021
B.IY1,0.33999999999999986,be,2.92,3.26,1,1,5.454545454545454,4970,4970-29093-0004
K.AH1.N,0.1899999999999995,country,13.99,14.58,2,1-0,4.568527918781727,4970,4970-29095-0031
IH1.Z,0.4500000000000002,is,2.46,2.91,1,1,4.184100418410042,4970,4970-29095-0031
F.AA1,0.2400000000000002,father,9.66,10.27,2,1-0,3.3185840707964607,4970,4970-29095-0031
S.T.R.IY1.T,0.5800000000000001,street,2.03,2.61,1,1,2.8846153846153846,4970,4970-29095-0019
T.AY1.M,0.5699999999999998,time,2.23,2.8,1,1,3.0701754385964914,4970,4970-29095-0016
F.L.AH1.SH.T,0.5800000000000001,flushed,4.37,4.95,1,1,3.243243243243243,4970,4970-29095-0016
N.AW1,0.45999999999999996,now,6.34,6.8,1,1,3.921568627450982,4970,4970-29095-0016
F.IY1,0.20999999999999996,fever,7.16,7.72,2,1-0,5.241935483870969,4970,4970-29093-0023
P.IY1,0.16000000000000014,people,3.53,4.05,2,1-0,5.080213903743315,4970,4970-29095-0006
M.OW1,0.18000000000000016,moment,2.9,3.42,2,1-0,3.8194444444444446,4970,4970-29095-0009
N.UW1.Z,0.20999999999999908,newspaper,9.31,10.04,3,1-2-0,4.9645390070922,4970,4970-29093-0003
K.EY1.N,0.4900000000000002,kane,14.4,14.89,1,1,4.705882352941177,4970,4970-29093-0003
B.UH1.K,0.4299999999999997,book,6.34,6.77,1,1,4.137931034482761,4970,4970-29093-0003
W.AA1.N.T.S,0.5499999999999998,wants,4.23,4.78,1,1,4.975124378109452,4970,4970-29095-0036
W.ER1.L.D,0.5099999999999998,world,7.04,7.55,1,1,5.639097744360902,4970,4970-29093-0013
T.R.IY1.Z,0.6099999999999994,trees,7.99,8.6,1,1,5.017921146953405,4970,4970-29095-0026
JH.ER1,0.16000000000000014,germantown,4.83,5.59,3,1-0-2,4.3726235741444865,4970,4970-29095-0026
L.IY1.V.Z,0.5800000000000001,leaves,10.12,10.7,1,1,4.1916167664670665,4970,4970-29095-0026
S.AH1.CH,0.41000000000000014,such,4.66,5.07,1,1,4.743083003952568,4970,4970-29093-0007
L.AE1,0.20999999999999996,ladder,2.6,3.1,2,1-0,5.0,4970,4970-29093-0008
R.UW1.TH,0.4900000000000002,ruth,2.34,2.83,1,1,4.782608695652175,4970,4970-29095-0022
G.ER1.L.Z,0.6000000000000005,girls,3.84,4.44,1,1,3.7313432835820888,4970,4970-29095-0022
AH1.NG,0.09000000000000075,uncle,6.52,6.9,2,1-0,4.868913857677903,4970,4970-29093-0018
AA1,0.11000000000000121,operator,8.6,9.31,4,1-0-2-0,5.741626794258371,4970,4970-29093-0018
M.AH1.N.TH.S,0.5099999999999998,months,2.0,2.51,1,1,5.76923076923077,4970,4970-29093-0017
M.AE1.P,0.40000000000000036,map,4.79,5.19,1,1,5.263157894736837,4970,4970-29093-0020
TH.IH1.NG.K,0.3700000000000001,think,3.28,3.65,1,1,4.501607717041801,4970,4970-29093-0020
P.EY1,0.28,patients,1.17,1.97,2,1-0,4.166666666666667,4970,4970-29095-0015
G.OW1,0.44999999999999996,go,1.46,1.91,1,1,2.8985507246376816,4970,4970-29095-0025
AY1,0.3500000000000001,i,3.38,3.73,1,1,3.529411764705882,4970,4970-29095-0025
S.EH1,0.20999999999999996,session,5.32,5.88,2,1-0,4.651162790697673,4970,4970-29093-0010
IH0.T,0.16000000000000014,it,13.72,13.88,1,1,5.5299539170506895,4970,4970-29093-0010
P.L.AE1.T,0.25,platform,8.46,9.13,2,1-2,4.577464788732393,4970,4970-29093-0010
L.AY1.F,0.5899999999999999,life,3.75,4.34,1,1,4.424778761061948,4970,4970-29095-0035
F.AO1.R,0.25,fortune,1.14,1.8,2,1-0,5.263157894736842,4970,4970-29095-0035
L.AY1,0.24,library,1.84,2.55,3,1-2-0,5.6521739130434785,4970,4970-29093-0000
W.EY1,0.46999999999999975,way,5.91,6.38,1,1,4.04040404040404,4970,4970-29095-0032
IH0.Z,0.45999999999999996,is,4.69,5.15,1,1,3.9748953974895396,4992,4992-41797-0002
AO1.L,0.40999999999999925,all,5.4,5.81,1,1,4.291044776119404,4992,4992-23283-0017
Y.UW1,0.22000000000000064,union,13.37,13.87,2,1-0,5.555555555555558,4992,4992-23283-0017
S.T.IH1.L,0.5099999999999998,still,11.44,11.95,1,1,4.355400696864112,4992,4992-23283-0017
S.EH1.D,0.29000000000000004,said,4.11,4.4,1,1,4.358353510895883,4992,4992-23283-0018
M.IY1,0.29000000000000004,me,5.81,6.1,1,1,4.2372881355932215,4992,4992-23283-0018
T.AA1.R.T.S,0.6000000000000005,tarts,6.76,7.36,1,1,4.289544235924932,4992,4992-41806-0011
K.AO1,0.31000000000000005,coffee,1.41,2.03,2,1-0,4.1916167664670665,4992,4992-41806-0011
CH.AO1,0.27,chocolate,2.7,3.33,2,1-0,3.883495145631067,4992,4992-41806-0011
TH.IH1.NG.Z,0.5499999999999998,things,2.08,2.63,1,1,3.75,4992,4992-41797-0012
D.UW1,0.3900000000000001,do,3.52,3.91,1,1,4.383561643835616,4992,4992-23283-0011
B.OW1.N.Z,0.5999999999999996,bones,6.32,6.92,1,1,4.53125,4992,4992-41797-0014
S.T.IH1.L,0.6300000000000008,still,10.08,10.71,1,1,3.2520325203252027,4992,4992-41806-0017
F.IH1.L,0.5,fill,4.74,5.24,1,1,3.5051546391752573,4992,4992-41806-0017
G.UH1.D,0.4700000000000002,good,2.11,2.58,1,1,3.4313725490196076,4992,4992-23283-0001
M.AE1.N,0.56,man,1.48,2.04,1,1,2.366863905325444,4992,4992-41797-0004
L.AO1.Z,0.6700000000000008,laws,6.52,7.19,1,1,3.1496062992125973,4992,4992-41797-0004
T.AY1.M.Z,0.6200000000000001,times,5.14,5.76,1,1,5.056179775280899,4992,4992-41797-0004
P.R.OW1,0.27000000000000046,programme,7.01,7.69,2,1-2,4.878048780487805,4992,4992-41806-0008
R.AY1,0.27000000000000046,rising,4.09,4.68,2,1-0,5.0480769230769225,4992,4992-41806-0008
B.EH1,0.17999999999999972,bedroom,10.82,11.32,2,1-2,4.424778761061946,4992,4992-41806-0008
IH0.T,0.14000000000000057,it,11.02,11.16,1,1,4.862236628849271,4992,4992-41806-0007
K.AE1.N,0.30000000000000027,canvas,3.89,4.62,2,1-0,4.400977995110025,4992,4992-41806-0007
SH.IY1,0.33999999999999986,she,2.35,2.69,1,1,4.62962962962963,4992,4992-23283-0006
B.R.AH1.SH,0.48999999999999977,brush,2.06,2.55,1,1,3.9408866995073897,4992,4992-41797-0003
IY1.V,0.10000000000000053,evening,4.47,4.86,2,1-0,4.514672686230248,4992,4992-41806-0000
S.IH1.NG.K,0.5200000000000014,sink,8.69,9.21,1,1,4.93827160493827,4992,4992-41806-0000
M.OW1,0.21999999999999886,moment,13.46,13.88,2,1-0,5.5299539170506895,4992,4992-41806-0000
L.AO1.R.D,0.33999999999999986,lord,5.84,6.18,1,1,4.545454545454548,4992,4992-23283-0019
F.ER1.M,0.27000000000000046,firmness,3.8,4.37,2,1-0,4.146341463414634,4992,4992-23283-0019
IY1,0.25,eagerness,2.54,3.33,3,1-0-0,4.375,4992,4992-41797-0013
S.IY1.Z,0.39999999999999947,sees,5.41,5.81,1,1,4.9107142857142865,4992,4992-41797-0013
G.R.EY1,0.3800000000000001,greatest,1.17,2.08,2,1-0,3.012048192771084,4992,4992-41806-0010
K.R.AA1.P,0.55,crop,1.86,2.41,1,1,3.4482758620689653,4992,4992-41797-0020
Y.IH1.R.Z,0.6699999999999999,years,2.25,2.92,1,1,2.0242914979757085,4992,4992-41797-0000
T.UW1,0.5300000000000002,too,4.59,5.12,1,1,3.763440860215053,4992,4992-41797-0000
N.AY1.T,0.35999999999999943,night,8.4,8.76,1,1,4.257907542579076,4992,4992-41806-0003
R.AO1.NG,0.4400000000000013,wrong,9.86,10.3,1,1,4.615384615384614,4992,4992-23283-0005
AO1.N,0.3799999999999999,on,6.17,6.55,1,1,3.6809815950920246,4992,4992-41797-0010
K.L.AO1.TH,0.5499999999999998,cloth,5.12,5.67,1,1,5.0682261208577,4992,4992-41806-0013
K.W.AY1,0.29000000000000004,quietly,3.92,4.59,3,1-0-0,3.685503685503685,4992,4992-41797-0017
S.OW1,0.5300000000000002,so,7.69,8.22,1,1,4.242424242424241,4992,4992-41797-0017
DH.EH1.N,0.46999999999999975,then,2.35,2.82,1,1,3.5398230088495577,4992,4992-41797-0018
IH1.N,0.23000000000000043,injury,8.33,8.98,3,1-0-0,4.109589041095891,4992,4992-41797-0018
M.AH1.N.TH,0.379999999999999,month,11.16,11.54,1,1,4.3383947939262475,4992,4992-41806-0014
M.EH1.N.D,0.37999999999999945,mend,3.89,4.27,1,1,4.422604422604423,4992,4992-41806-0014
M.AE1,0.27000000000000046,manner,7.46,7.97,2,1-0,5.084745762711866,4992,4992-23283-0012
TH.AO1.T.S,0.6400000000000006,thoughts,9.79,10.43,1,1,4.694835680751176,4992,4992-23283-0012
F.AA1,0.2599999999999998,follies,5.28,6.0,2,1-0,4.991087344028521,4992,4992-23283-0012
L.AO1.R.D.Z,0.5300000000000011,lords,8.11,8.64,1,1,4.270462633451957,4992,4992-41797-0008
N.AH1,0.17999999999999972,nothing,2.14,2.61,2,1-0,5.314009661835749,4992,4992-41797-0008
B.UH1.K.S,0.5600000000000005,books,5.92,6.48,1,1,4.404567699836868,4992,4992-41797-0007
F.L.EY1.M,0.5900000000000003,flame,2.86,3.45,1,1,2.7491408934707904,4992,4992-41806-0004
AE1.F,0.26000000000000023,after,2.15,2.66,2,1-0,4.489795918367347,4992,4992-23283-0002
R.UW1,0.20000000000000018,rufus,7.74,8.4,2,1-0,4.085603112840467,4992,4992-41806-0002
R.UW1.M,0.3500000000000001,room,2.4,2.75,1,1,5.416666666666667,4992,4992-41806-0002
JH.OY1,0.3999999999999986,joy,11.64,12.04,1,1,4.458598726114651,4992,4992-41806-0002
N.OW1.Z,0.6099999999999994,knows,15.43,16.04,1,1,4.455445544554457,4992,4992-41797-0001
B.IY1,0.16999999999999993,beater,11.34,11.68,2,1-0,5.370843989769821,4992,4992-41797-0001
L.AO1.R.D,0.41999999999999815,lord,27.66,28.08,1,1,4.2372881355932215,4992,4992-41797-0001
W.ER1.L.D,0.45999999999999996,world,2.93,3.39,1,1,3.5211267605633805,4992,4992-41797-0001
N.AA1.T,0.370000000000001,not,23.88,24.25,1,1,4.291845493562235,4992,4992-41797-0001
B.IY1,0.1900000000000004,beaters,6.88,7.47,2,1-0,5.10752688172043,4992,4992-41797-0001
DH.EH1.M,0.33999999999999986,them,2.91,3.25,1,1,4.810996563573883,4992,4992-23283-0004
F.EH1.L.T,0.3899999999999997,felt,5.86,6.25,1,1,4.3243243243243255,4992,4992-41806-0012
K.AE1.N,0.25,canvas,4.54,5.22,2,1-0,4.536082474226805,4992,4992-41797-0011
EH1,0.14999999999999947,anywhere,3.91,4.56,3,1-0-2,4.555808656036446,4992,4992-41797-0021
AA1,0.129999999999999,audience,11.38,11.96,3,1-0-0,5.841924398625429,4992,4992-41806-0015
T.AY1.M,0.47000000000000064,time,8.17,8.64,1,1,5.432098765432098,4992,4992-41806-0015
W.AH1.N.Z,0.4299999999999997,ones,4.12,4.55,1,1,3.2418952618453867,4992,4992-41797-0019
L.AO1.R.D,0.48,lord,0.8,1.28,1,1,2.6666666666666665,4992,4992-23283-0013
S.EH1,0.18999999999999995,ceremonies,2.67,3.55,4,1-0-2-0,4.318936877076412,4992,4992-41806-0005
B.UH1.K.S,0.4800000000000004,books,12.29,12.77,1,1,4.487179487179487,4992,4992-41797-0009
K.R.EH1,0.2799999999999998,credit,3.37,3.89,2,1-0,4.322766570605187,4992,4992-41797-0009
K.AA1,0.2999999999999998,college,6.98,7.66,2,1-0,4.9853372434017595,4992,4992-41797-0009
S.N.IH1.R,0.4199999999999995,sneer,3.93,4.35,1,1,3.947368421052632,4992,4992-23283-0003
SH.AY1,0.6399999999999997,shy,3.46,4.1,1,1,3.6363636363636367,4992,4992-41797-0022
CH.AY1.L.D,0.6499999999999995,child,5.4,6.05,1,1,3.7974683544303796,4992,4992-41797-0022
B.AO1.R.N,0.48,born,3.22,3.7,1,1,4.100946372239748,4992,4992-41797-0005
HH.AO1.L,0.48,hall,3.42,3.9,1,1,4.419889502762431,4992,4992-41806-0009
HH.AO1,0.20000000000000018,horace,3.61,4.25,2,1-0,4.726368159203981,4992,4992-41806-0006
F.OW1,0.21999999999999975,focus,6.12,6.79,2,1-0,2.985074626865672,4992,4992-41806-0006
SH.AY1.N.Z,0.7700000000000014,shines,9.12,9.89,1,1,2.892561983471073,4992,4992-41806-0006
B.AA1,0.3200000000000003,bodies,7.73,8.5,2,1-0,4.032258064516128,4992,4992-41797-0015
IH0.T,0.10999999999999943,it,6.65,6.76,1,1,5.757575757575758,4992,4992-41797-0015
M.IY1.L.Z,0.5099999999999998,meals,11.86,12.37,1,1,4.166666666666667,4992,4992-41806-0016
N.AA1.T,0.3899999999999997,not,3.18,3.57,1,1,4.901960784313726,4992,4992-41806-0016
M.AY1.N,0.45999999999999996,mine,4.34,4.8,1,1,4.587155963302753,4992,4992-23283-0010
L.AE1.S.T,0.5,last,6.64,7.14,1,1,4.69208211143695,4992,4992-23283-0020
R.AO1.NG,0.41000000000000014,wrong,9.55,9.96,1,1,4.705882352941175,4992,4992-23283-0020
HH.IY1.T,0.3400000000000003,heat,2.61,2.95,1,1,4.032258064516128,4992,4992-41806-0001
AO1,0.1200000000000001,officers,4.07,4.65,3,1-0-0,4.377880184331796,5105,5105-28233-0003
T.AA1.P.S,0.5999999999999996,tops,13.92,14.52,1,1,4.743833017077799,5105,5105-28233-0003
S.AW1.TH,0.5199999999999996,south,7.6,8.12,1,1,4.6242774566474,5105,5105-28241-0005
S.M.UW1.DH,0.4800000000000004,smooth,10.12,10.6,1,1,4.347826086956525,5105,5105-28240-0006
K.AO1.R.S,0.5899999999999999,course,12.93,13.52,1,1,4.435483870967741,5105,5105-28240-0006
K.AA1.L.M,0.4900000000000002,calm,8.25,8.74,1,1,4.294478527607362,5105,5105-28240-0006
JH.IH1.B,0.34999999999999964,jib,10.94,11.29,1,1,3.7593984962406064,5105,5105-28240-0009
HH.EH1.L.M.Z,0.4499999999999993,helmsman,6.36,7.07,2,1-2,5.882352941176469,5105,5105-28240-0009
F.AE1,0.27999999999999936,fathoms,8.97,9.66,2,1-0,3.867403314917126,5105,5105-28241-0015
EH1,0.120000000000001,area,16.88,17.39,3,1-0-0,6.586826347305389,5105,5105-28241-0015
D.EH1.P.TH,0.5300000000000002,depth,6.97,7.5,1,1,4.5822102425876015,5105,5105-28241-0015
AE1.M,0.1700000000000017,amphitheater,28.06,28.78,5,1-0-2-0-0,5.681818181818177,5105,5105-28241-0015
S.ER1,0.3900000000000001,sir,2.26,2.65,1,1,3.755868544600939,5105,5105-28240-0019
W.ER1.L.D,0.5399999999999991,world,5.23,5.77,1,1,5.223880597014926,5105,5105-28240-0019
V.IH1,0.19999999999999973,visible,3.97,4.49,3,1-0-0,4.88997555012225,5105,5105-28241-0013
K.L.IH1.F,0.4499999999999993,cliff,4.65,5.1,1,1,4.157549234135668,5105,5105-28240-0000
EH1.N.D,0.41000000000000014,end,10.68,11.09,1,1,5.507246376811594,5105,5105-28233-0005
K.L.IH1.F,0.4800000000000004,cliff,6.46,6.94,1,1,5.128205128205127,5105,5105-28233-0005
HH.EH1.D,0.30999999999999983,head,1.57,1.88,1,1,3.6231884057971016,5105,5105-28240-0020
R.AH1.F,0.45999999999999996,rough,3.25,3.71,1,1,4.938271604938271,5105,5105-28241-0004
B.OY1,0.41000000000000014,buoyant,11.52,12.14,2,1-0,4.958677685950414,5105,5105-28241-0004
R.AA1.K.S,0.6299999999999999,rocks,3.29,3.92,1,1,3.867403314917127,5105,5105-28240-0008
W.IH1.CH,0.3600000000000003,which,6.64,7.0,1,1,3.571428571428574,5105,5105-28240-0008
W.AO1,0.23000000000000043,waters,10.59,11.13,2,1-0,4.603580562659845,5105,5105-28240-0008
S.IY1,0.4800000000000004,sea,5.75,6.23,1,1,5.1546391752577305,5105,5105-28240-0008
IH1.N,0.30000000000000027,in,3.94,4.24,1,1,4.594594594594595,5105,5105-28240-0007
EH1,0.07999999999999918,elements,4.69,5.3,3,1-0-0,5.202312138728324,5105,5105-28240-0017
N.AA1.T,0.3900000000000001,not,2.0,2.39,1,1,4.545454545454545,5105,5105-28240-0018
AO1.R,0.17999999999999972,order,7.67,8.04,2,1-0,6.020066889632108,5105,5105-28233-0002
M.AE1,0.1999999999999993,master,7.4,7.86,2,1-0,5.833333333333332,5105,5105-28240-0024
F.AA1,0.25,followed,3.21,3.73,2,1-0,3.4482758620689657,5105,5105-28240-0024
B.AO1.R.D,0.49,board,1.31,1.8,1,1,4.225352112676057,5105,5105-28240-0004
R.AY1,0.27000000000000046,rival,5.14,5.61,2,1-0,4.931506849315068,5105,5105-28240-0004
B.AH1.T,0.18999999999999995,but,3.2,3.39,1,1,4.984423676012461,5105,5105-28241-0008
S.AH1.N,0.5099999999999998,sun,7.58,8.09,1,1,5.5045871559633035,5105,5105-28241-0008
S.ER1,0.3600000000000001,sir,1.39,1.75,1,1,5.343511450381679,5105,5105-28241-0007
F.AE1,0.34999999999999964,fathoms,11.72,12.5,2,1-0,2.419354838709677,5105,5105-28241-0017
D.EH1.P.TH,0.4900000000000002,depth,6.21,6.7,1,1,4.324324324324323,5105,5105-28241-0017
S.EH1.D,0.33000000000000007,said,1.94,2.27,1,1,4.972375690607735,5105,5105-28241-0017
F.AE1,0.3199999999999985,fathoms,9.96,10.72,2,1-0,3.6553524804177537,5105,5105-28241-0017
T.AY1.P,0.5099999999999998,type,11.96,12.47,1,1,4.935064935064934,5105,5105-28241-0018
F.AE1,0.28000000000000025,fathoms,4.6,5.25,2,1-0,3.4836065573770494,5105,5105-28241-0018
D.R.EH1.JH.D,0.5599999999999996,dredged,7.78,8.34,1,1,5.063291139240506,5105,5105-28241-0018
AO1,0.129999999999999,officer,13.72,14.25,3,1-0-0,4.701627486437614,5105,5105-28233-0009
S.EH1,0.22999999999999998,severed,3.07,3.61,2,1-0,4.6875,5105,5105-28233-0009
AO1.R,0.2400000000000002,orbit,12.69,13.15,2,1-0,6.005221932114883,5105,5105-28240-0023
W.IY1.K.S,0.39000000000000057,weeks,4.81,5.2,1,1,5.2410901467505235,5105,5105-28240-0023
TH.IH1.NG.Z,0.4299999999999997,things,8.32,8.75,1,1,5.2805280528052805,5105,5105-28240-0023
R.AY1.T,0.4299999999999997,right,4.75,5.18,1,1,4.109589041095893,5105,5105-28240-0003
Y.AA1.T,0.3999999999999999,yacht,3.06,3.46,1,1,3.7974683544303796,5105,5105-28240-0003
EH1.K,0.20999999999999996,excellent,1.75,2.35,3,1-0-0,5.527638190954773,5105,5105-28241-0000
G.L.OW1.B,0.5700000000000003,globe,5.63,6.2,1,1,5.084745762711864,5105,5105-28241-0000
K.AO1.Z,0.5899999999999999,cause,6.54,7.13,1,1,4.26829268292683,5105,5105-28240-0005
DH.EH1.R,0.20999999999999996,therefore,1.52,2.12,2,1-2,4.678362573099415,5105,5105-28241-0006
Y.UW1,0.1900000000000004,useless,6.46,7.08,2,1-0,5.027932960893855,5105,5105-28241-0006
W.AH1.T,0.26,what,0.79,1.05,1,1,3.846153846153846,5105,5105-28241-0009
IY1,0.25,eagerly,4.29,4.89,3,1-0-0,3.693181818181819,5105,5105-28241-0009
HH.AE1,0.16000000000000014,happen,6.13,6.56,2,1-0,5.454545454545456,5105,5105-28241-0009
K.W.EH1.S,0.3600000000000003,questions,7.7,8.39,2,1-0,4.999999999999999,5105,5105-28240-0015
N.AO1.R.TH,0.47000000000000064,north,4.68,5.15,1,1,4.621848739495798,5105,5105-28241-0019
M.EH1,0.1999999999999993,memory,6.15,6.65,3,1-0-0,6.172839506172839,5105,5105-28233-0010
P.AW1,0.27999999999999936,power,4.03,4.52,2,1-0,5.048076923076924,5105,5105-28233-0010
D.EY1.Z,0.5100000000000002,days,3.64,4.15,1,1,3.2697547683923704,5105,5105-28233-0000
K.AE1.P,0.27,captain,2.3,2.77,2,1-0,4.484304932735426,5105,5105-28240-0012
B.AY1,0.34999999999999964,by,4.33,4.68,1,1,4.938271604938272,5105,5105-28240-0012
M.EH1,0.13999999999999968,memory,3.16,3.55,3,1-0-0,5.379746835443038,5105,5105-28241-0011
OW1,0.19000000000000128,ocean,9.36,9.86,2,1-0,5.431309904153356,5105,5105-28241-0011
F.R.AE1.N.S,0.5699999999999994,france,5.94,6.51,1,1,3.831417624521073,5105,5105-28241-0011
T.EH1,0.14000000000000012,telescope,3.02,3.68,3,1-0-2,3.9436619718309855,5105,5105-28240-0002
W.AO1,0.1999999999999993,waters,20.05,20.59,2,1-0,5.185185185185187,5105,5105-28241-0001
N.EY1,0.18999999999999995,navy,3.73,4.13,2,1-0,6.318681318681319,5105,5105-28241-0001
T.AY1.M,0.41999999999999993,time,13.74,14.16,1,1,5.187319884726223,5105,5105-28241-0001
Y.AA1.T,0.3800000000000008,yacht,9.77,10.15,1,1,5.045045045045044,5105,5105-28241-0001
K.AE1,0.21999999999999997,cavalry,1.75,2.33,3,1-0-0,5.2356020942408374,5105,5105-28233-0008
EY1.JH,0.3600000000000003,age,6.01,6.37,1,1,5.093833780160858,5105,5105-28233-0008
B.Y.UW1,0.1999999999999993,beauties,15.14,15.68,2,1-0,4.761904761904763,5105,5105-28233-0007
EY1,0.18999999999999773,eighteenth,17.21,17.8,2,1-1,4.712041884816753,5105,5105-28233-0007
HH.OW1.M,0.4299999999999997,home,8.44,8.87,1,1,3.546099290780144,5105,5105-28233-0007
P.EH1,0.21000000000000085,paris,19.31,19.91,2,1-0,4.324324324324321,5105,5105-28233-0007
D.EY1.Z,0.4400000000000004,days,6.8,7.24,1,1,4.0540540540540535,5105,5105-28233-0007
K.AA1.N,0.27999999999999936,consciousness,6.65,7.46,3,1-0-0,4.651162790697674,5105,5105-28241-0002
AY1,0.14000000000000057,island,5.01,5.57,2,1-0,4.885993485342019,5105,5105-28240-0011
K.AA1.N,0.27,continent,1.29,1.98,3,1-0-0,5.0,5105,5105-28240-0011
